0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,"We are running ""Programmatic Flow"", you need to active gCom. 
 HTTP/1.1 400 Bad Request
{""product"": null, ""payment"": null, ""shipment_available_options"": [], ""session"": {""session_id"": ""1.0"", ""status"": ""Error: CODE_INVALID_FLOW_ID"", ""error_code"": 110}, ""flow"": ""gcom""}",Error,/BuildNotice/0,MobileSDK,realme RMX2103,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/12/2021 10:31:17,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 11 / API-30 (RKQ1.201217.002/1624241518687),d6742b97-5638-4c97-8d59-5b538a4ddb02,True,False,KZ,1631442679.384516
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,asus ASUS_X00ID,OpenGLES2,1.0,1.10.2,False,Programmatic1,Programmatic,09/12/2021 10:31:17,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 8.1.0 / API-27 (OPM1.171019.011/15.2016.1907.519-0),564d0cfc-1492-473a-b00a-4aa7f82cbe3a,True,False,GE,1631442679.434669
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-T295,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/12/2021 10:27:56,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/T295XXU3BTFE),1a1dfbe5-c6bd-4a86-b2c4-8bbdb7a7343c,False,False,IN,1631442679.547465
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-T295,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/12/2021 10:27:56,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/T295XXU3BTFE),1a1dfbe5-c6bd-4a86-b2c4-8bbdb7a7343c,False,False,IN,1631442679.570751
0,"We are running ""Programmatic Flow"", you need to active gCom. 
 Cannot resolve destination host
",Error,/BuildNotice/0,MobileSDK,vivo V2027,OpenGLES2,1.0,1.10.2,False,Programmatic1,Programmatic,09/12/2021 10:30:53,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/compiler07191706),74592e93-e38d-4de5-86bb-355ae4c50074,True,False,GE,1631442680.01196
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,asus ASUS_X00ID,OpenGLES2,1.0,1.10.2,False,Programmatic1,Programmatic,09/12/2021 10:31:18,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 8.1.0 / API-27 (OPM1.171019.011/15.2016.1907.519-0),564d0cfc-1492-473a-b00a-4aa7f82cbe3a,True,False,GE,1631442680.221832
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,Xiaomi M2004J19C,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/12/2021 10:31:18,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 11 / API-30 (RP1A.200720.011/V12.5.1.0.RJCINXM),99100822-0f26-4ed4-9e84-5a55d6c15538,True,False,MA,1631442680.442874
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,Cherry_Mobile A890,OpenGLES2,1.0,1.11.0,False,LowRevenueCountryBlock,LowRevenueCountryBlock,9/12/2021 10:31:18 AM,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,en,Android OS 10 / API-29 (Q00711/1594896502),6f4d7e21-1060-44ce-b032-5a5052a078cd,False,False,MA,1631442680.584186
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,Cherry_Mobile A890,OpenGLES2,1.0,1.11.0,False,LowRevenueCountryBlock,LowRevenueCountryBlock,9/12/2021 10:31:18 AM,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,en,Android OS 10 / API-29 (Q00711/1594896502),6f4d7e21-1060-44ce-b032-5a5052a078cd,False,False,MA,1631442680.59858
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,Xiaomi M2004J19C,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/12/2021 10:31:16,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 11 / API-30 (RP1A.200720.011/V12.5.1.0.RJCINXM),99100822-0f26-4ed4-9e84-5a55d6c15538,True,False,MA,1631442680.721826
