0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:22,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616023.882069
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:23,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616024.307417
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:23,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616024.564688
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:23,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616024.966888
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:23,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616025.007331
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-J415GN,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/14/2021 10:38:42,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 9 / API-28 (PPR1.180610.011/J415GNDXU6BTJ1),f58c24f1-92a4-4e10-8566-db459c25a3cb,False,False,IN,1631616025.040951
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-J415GN,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/14/2021 10:38:42,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 9 / API-28 (PPR1.180610.011/J415GNDXU6BTJ1),f58c24f1-92a4-4e10-8566-db459c25a3cb,False,False,IN,1631616025.093932
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A205F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14-09-2021 10:40:12,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,en,Android OS 9 / API-28 (PPR1.180610.011/A205FXXS7ATD1),5a2aff80-bc0d-4df3-9cf7-ad71ea02640c,False,False,IR,1631616025.292077
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:24,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616025.34472
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A013F,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,14.09.2021 10:40:24,6028e36ad1e80652e41054ca,6028e407a1ba2a0d3d760566,com.mytalkingcatemma.ballerinagames,1.0,ru,Android OS 10 / API-29 (QP1A.190711.020/A013FXXU2AUB2),ff3c250c-0d64-4deb-9fb5-6abdae2c3b77,False,False,IR,1631616025.787331
