0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-A022F,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/13/2021 10:26:34,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/A022FXXU2AUF1),b382f22c-6d88-4ca8-8432-4b4fe229aaa8,True,False,IQ,1631528798.204414
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A022F,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/13/2021 10:26:34,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/A022FXXU2AUF1),b382f22c-6d88-4ca8-8432-4b4fe229aaa8,True,False,IQ,1631528798.323901
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,samsung SM-A022F,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/13/2021 10:26:34,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/A022FXXU2AUF1),b382f22c-6d88-4ca8-8432-4b4fe229aaa8,True,False,IQ,1631528798.593055
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A022F,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/13/2021 10:26:34,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/A022FXXU2AUF1),b382f22c-6d88-4ca8-8432-4b4fe229aaa8,True,False,IQ,1631528798.682292
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,Xiaomi Redmi Note 4,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:26:38,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/V9.0.5.0.NCFMIEI),bd6bb140-65e5-4605-99e4-90e70223fe17,False,False,RU,1631528798.496827
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,Xiaomi Redmi Note 4,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:26:38,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/V9.0.5.0.NCFMIEI),bd6bb140-65e5-4605-99e4-90e70223fe17,False,False,RU,1631528799.037585
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,LAVA Z90,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:27:01,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/1503052790),7c2fee0e-f9db-4912-a49a-0c47eacc5a6e,False,False,IR,1631528799.102379
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,LAVA Z90,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:27:01,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/1503052790),7c2fee0e-f9db-4912-a49a-0c47eacc5a6e,False,False,IR,1631528799.118751
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,Xiaomi Redmi Note 4,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:26:38,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/V9.0.5.0.NCFMIEI),bd6bb140-65e5-4605-99e4-90e70223fe17,False,False,RU,1631528799.369866
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,Xiaomi Redmi Note 4,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:26:38,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/V9.0.5.0.NCFMIEI),bd6bb140-65e5-4605-99e4-90e70223fe17,False,False,RU,1631528799.394291
0,An error occurred while sending the request,Error,/BuildNotice/0,MobileSDK,samsung SM-A022F,OpenGLES2,1.0,1.10.2,False,LowRevenueCountryBlock,LowRevenueCountryBlock,09/13/2021 10:26:35,611bdadcd4e35d332f3d5e66,611be843d5491c7d0a6ab0ce,com.thg.battleops.shooting.game,1.0,iv,Android OS 10 / API-29 (QP1A.190711.020/A022FXXU2AUF1),b382f22c-6d88-4ca8-8432-4b4fe229aaa8,True,False,IQ,1631528799.588187
0,could not receive ip address from ipfy,Error,/BuildNotice/0,MobileSDK,Xiaomi Redmi Note 4,OpenGLES2,1.0,1.11.0,False,Programmatic1,Programmatic,09/13/2021 10:26:39,6028e36ad1e80652e41054ca,609d69021c511f4b1d4df1c4,com.pregnantcatemma.virtualpet,1.0,iv,Android OS 7.0 / API-24 (NRD90M/V9.0.5.0.NCFMIEI),bd6bb140-65e5-4605-99e4-90e70223fe17,False,False,RU,1631528799.66261
